zone,state,eaid,lga,urca_cat,hhid,q102,q103,q104,q105,q106,q107,q108,q109,q110,q201,q202,q203_1,q203_2,q203_3,q203_4,q204,q205,q206,q207_1,q207_2,q207_3,q208,q209,q210,q210_1,q211,q211__1,q211__2,q211__3,q211__4,q211__5,q211__6,q211__7,q211__8,q211__9,q211__10,q211__11,q211__12,q211__0,q211__96,q211_1,q212,q212_1,q213,q213_1,q213_1__1,q213_1__2,q213_1__96,q214,q214__1,q214__2,q214__3,q214__4,q214__5,q214__6,q214__7,q214__8,q214__9,q214__10,q214__11,q214__12,q214__13,q214__96,q215,q215_1,q215_2,q216,q216__1,q216__2,q216__3,q216__4,q216__5,q216__6,q216__7,q216__8,q216__9,q216__10,q216__11,q216__12,q216__13,q217,q217__1,q217__2,q217__3,q217__4,q217__5,q217__6,q217__7,q217__8,q217__9,q217__10,q217__11,q217__12,q217__13,q218,q219,q219__1,q219__2,q219__3,q219__4,q219__5,q219__6,q219__99,q219__96,q219__98,q219_1,q220,q220_1,q221,q221_1,q222,q223,q224,q224_1,q224_2,q301,q301__1,q301__2,q301__3,q301__4,q301__5,q301__6,q301__7,q301__8,q301__9,q301__10,q301__11,q301__12,q301__13,q301__14,q301__0,q301__96,q302,q303,q304_1,q304_2,q304_3,q304_4,q304_5,q304_6,q304_7,q304_8,q304_9,q304_10,q304_10__1,q304_10__2,q304_10__3,q304_10__4,q304_10__5,q304_10__6,q304_10__7,q304_10__0,q304_10__96,q305_1,q305_2,q305_3,q305_4,q305_5,q305_6,q305_7,q306_1,q306_2,q306_2__1,q306_2__2,q306_2__3,q306_2__4,q306_2__5,q306_2__6,q306_2__7,q306_2__8,q306_2__9,q306_2__10,q306_2__11,q306_2__12,q306_2__13,q306_3,q306_4,q306_5,q306_6,q306_7,q306_8,q306_9,q306_10,q306_11,q306_12,q307_1,q307_2,q307_2__1,q307_2__2,q307_2__3,q307_2__4,q307_2__5,q307_2__6,q307_2__7,q307_2__8,q307_2__9,q307_2__10,q307_2__11,q307_2__12,q307_2__13,q307_3,q307_4,q307_5,q307_6,q307_7,q307_8,q307_9,q307_10,q307_11,q307_12,q308,q309,q401,q401__1,q401__2,q401__3,q401__4,q401__5,q401__6,q401__99,q401__96,q401__98,q401_1,q402,q402__1,q402__2,q402__3,q402__4,q402__5,q402__6,q404,q404__1,q404__2,q404__3,q404__4,q404__5,q404__6,q404__7,q404__8,q404__9,q404__10,q404__11,q404__0,q404__96,q404_1,q405,q405_1,q405_1__1,q405_1__2,q405_1__3,q405_1__4,q405_1__5,q405_1__6,q405_1__7,q405_1__8,q405_1__9,q405_1__10,q405_1__11,q405_1__12,q405_1__13,q405_1__96,q405_2,q501,q501__1,q501__2,q501__3,q501__4,q501__5,q501__96,q503,q503__1,q503__2,q503__3,q503__4,q503__5,q503__6,q503__99,q503__96,q503__98,q503_1,q604_1,q604_2,q604_3,q604_4,q604_5,q604_6,natweight
North Central,Niger,NI_197,mashegu,<1hr to small city/town+,d18172c1-09c2-404f-aea3-4e9b3f147780,1,NA,1,1,35,1,NA,NA,NA,3,2,2,1,1,1,1,2,6,0,1,0,21,11,1,NA,1 2 96,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Farming for consumption,1,1,0,NA,NA,NA,NA,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,6 7 5,0,0,0,0,1,1,1,0,0,0,0,0,0,12 11 1,1,0,0,0,0,0,0,0,0,0,1,1,0,4000,1,1,0,0,0,0,0,NA,0,0,NA,96,Kambari,96,Kambari,4,5,1,1,NA,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6 7 8,0,0,0,0,0,1,1,1,0,0,0,0,0,8,3,16,0,0,3000,4000,3000,2,2,1,1000,1,1,0,0,0,0,0,NA,0,0,NA,1 2 3 4 6,1,1,1,1,0,1,2 11,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,1,1,0,0,0,0,0,NA,0,0,NA,4,1,3,2,3,3,0.039140725
North Central,Niger,NI_197,mashegu,<1hr to small city/town+,8b7bf88e-f401-4a2d-ab48-f2b763539e2e,1,NA,1,1,31,2,NA,NA,NA,3,3,5,2,1,0,2,5,6,0,1,0,14,24,1,NA,1 2 96,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Farming for consumption,1,1,0,NA,NA,NA,NA,1 11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,6 7 8,0,0,0,0,0,1,1,1,0,0,0,0,0,11 12,0,0,0,0,0,0,0,0,0,0,1,1,0,6000,1,1,0,0,0,0,0,NA,0,0,NA,96,Kambari,96,Kambari,4,5,1,0,NA,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6 7 8,0,0,0,0,0,1,1,1,0,0,0,0,0,4,3,20,0,0,3000,5000,1000,2,2,1,1000,1,1,0,0,0,0,0,NA,0,0,NA,1 2 3 4 6,1,1,1,1,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,1,1,0,0,0,0,0,NA,0,0,NA,4,2,3,1,3,3,0.039140725
North West,Kano,KN_104,garun_malam,<1hr to large city,c44b69ed-e043-4b12-9765-3e79117ee03f,1,NA,1,1,40,1,NA,NA,NA,3,2,6,2,1,0,1,2,6,1,0,0,8,24,7,NA,7 2 8,0,1,0,0,0,0,1,1,0,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,7 8 6,0,0,0,0,0,1,1,1,0,0,0,0,0,4 5 2 9 10 12,0,1,0,1,1,0,0,0,1,1,0,1,0,12000,1,1,0,0,0,0,0,0,0,0,NA,3,NA,3,NA,1,1,1,0,NA,1 5 7 6,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,5000,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4 3 5,0,0,1,1,1,0,0,0,0,0,0,0,0,5,7,19,0,0,1000,3000,1000,4,3,1,3000,1,1,0,0,0,0,0,0,0,0,NA,3 1,1,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,NA,4,3,4,2,4,2,0.109779068
North West,Kano,KN_104,garun_malam,<1hr to large city,99d27759-6f41-455f-ba7d-7ef4bf10be91,1,NA,1,1,37,1,NA,NA,NA,2,6,4,1,1,0,4,5,6,1,1,0,14,8,7,NA,2 7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,1,1,1,2,0,1,0,1 11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,3 4,0,0,1,1,0,0,0,0,0,0,0,0,0,12 11 8,0,0,0,0,0,0,0,1,0,0,1,1,0,9000,1 2,1,1,0,0,0,0,0,0,0,NA,3,NA,3,NA,1,1,1,1,NA,1 6 7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3 5 6,0,0,1,0,1,1,0,0,0,0,0,0,0,4,7,20,0,0,2500,4000,1000,3,2,1,2000,1,1,0,0,0,0,0,0,0,0,NA,1 3 6 2,1,1,1,0,0,1,9 11,0,0,0,0,0,0,0,0,1,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,NA,4,2,3,3,4,2,0.109779068
North West,Kano,KN_104,garun_malam,<1hr to large city,8695b519-6357-4bb9-9e6a-cd8411d95c6e,1,NA,1,1,50,1,NA,NA,NA,3,5,8,2,1,0,3,3,6,0,0,0,14,14,7,NA,7 2 96,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Plaiting of hair,0,NA,0,NA,NA,NA,NA,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,8 7 9,0,0,0,0,0,0,1,1,1,0,0,0,0,2 3 12 11 6 5,0,1,1,0,1,1,0,0,0,0,1,1,0,10500,1,1,0,0,0,0,0,0,0,0,NA,3,NA,3,NA,1,1,1,0,NA,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3 4 5 6,0,0,1,1,1,1,0,0,0,0,0,0,0,2,7,22,0,0,3000,7000,1500,1,1,1,4000,1 2,1,1,0,0,0,0,0,0,0,NA,1 2 3 4,1,1,1,1,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,1 2,1,1,0,0,0,0,0,0,0,NA,4,2,4,2,3,1,0.109779068
North West,Kano,KN_104,garun_malam,<1hr to large city,b4481554-13e8-4a4b-8c9c-ba5a99cd8ce4,1,NA,1,1,29,1,NA,NA,NA,4,5,4,4,0,0,2,3,6,1,1,0,14,8,5,NA,5 2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,1 11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,8 9 10 4,0,0,0,1,0,0,0,1,1,1,0,0,0,1 12 2 3,1,1,1,0,0,0,0,0,0,0,0,1,0,24000,1,1,0,0,0,0,0,0,0,0,NA,15,NA,3,NA,4,4,1,0,NA,1 6 7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,7 6,0,0,0,0,0,1,1,0,0,0,0,0,0,6,7,18,0,0,5000,10000,2000,4,2,1,2000,1,1,0,0,0,0,0,0,0,0,NA,1 2 3 4 6,1,1,1,1,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,1 2,1,1,0,0,0,0,0,0,0,NA,4,3,4,2,2,1,0.109779068
North West,Kano,KN_104,garun_malam,<1hr to large city,e0e1f165-f0df-42d5-beac-d9cb725249df,1,NA,1,1,35,2,NA,NA,NA,7,10,17,4,3,0,2,17,6,3,1,1,24,8,7,NA,7 2 8,0,1,0,0,0,0,1,1,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,8 9,0,0,0,0,0,0,0,1,1,0,0,0,0,7 6 1,1,0,0,0,0,1,1,0,0,0,0,0,0,40000,1,1,0,0,0,0,0,0,0,0,NA,21,NA,3,NA,4,4,1,1,NA,1 5 7 6,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,70000,21000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,7 4 5,0,0,0,1,1,0,1,0,0,0,0,0,0,4,7,20,0,0,5000,4000,1500,4,3,0,NA,1,1,0,0,0,0,0,0,0,0,NA,1 3 2 4 6,1,1,1,1,0,1,9 11,0,0,0,0,0,0,0,0,1,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,1 2,1,1,0,0,0,0,0,0,0,NA,4,2,4,2,4,1,0.109779068
South South,Akwa Ibom,AK_5,onna,<1hr to int. city,0e58e60b-7595-449d-81a4-b3ba28f431a3,1,NA,1,1,32,1,NA,NA,NA,5,10,3,1,4,0,1,5,6,0,1,0,14,14,7,NA,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,12 8,0,0,0,0,0,0,0,1,0,0,0,1,0,1 2 3 4 5 11 10 9 7,1,1,1,1,1,0,1,0,1,1,1,0,0,20000,1,1,0,0,0,0,0,0,0,0,NA,19,NA,1,NA,1,2,1,1,NA,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,1,1,25000,10400,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9 1 5 7,1,0,0,0,1,0,1,0,1,0,0,0,0,3,7,21,0,0,15000,35000,5000,1,1,0,NA,1,1,0,0,0,0,0,0,0,0,NA,1 3 4 6,1,0,1,1,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,NA,2,1,3,1,3,3,0.094780696
North West,Kano,KN_117,ungogo,<1hr to large city,2a5fe59d-d150-4e3e-a31f-2df465ea96e1,1,NA,1,1,40,2,NA,NA,NA,8,0,7,2,3,3,3,10,6,3,1,0,14,14,8,NA,8 1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NA,1,1,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,8,0,0,0,0,0,0,0,1,0,0,0,0,0,4 5,0,0,0,1,1,0,0,0,0,0,0,0,0,14000,1,1,0,0,0,0,0,NA,0,0,NA,3,NA,3,NA,2,2,1,1,NA,6 7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5000,1,1,0,0,0,0,0,NA,0,0,NA,2 3 4 6,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,1,1,0,0,0,0,0,NA,0,0,NA,1,1,1,1,2,1,0.109779068
North West,Katsina,KT_149,bakori,<1hr to int. city,cffb5b29-6873-4241-b943-5eaf5852110c,1,NA,1,1,60,2,NA,NA,NA,5,3,4,2,2,1,3,5,4,0,0,0,25,24,1,NA,1 4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,7 8,0,0,0,0,0,0,1,1,0,0,0,0,0,1 3 2,1,1,1,0,0,0,0,0,0,0,0,0,0,24000,1,1,0,0,0,0,0,NA,0,0,NA,3,NA,3,NA,2,2,3,NA,NA,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6 7 8,0,0,0,0,0,1,1,1,0,0,0,0,0,8,0,16,0,0,4000,6000,2000,2,2,1,1200,1,1,0,0,0,0,0,NA,0,0,NA,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,1,1,0,0,0,0,0,NA,0,0,NA,2,2,2,1,2,2,0.073187995
South South,Rivers,RI_237,obio/akpor,<1hr to large city,e105ae05-9171-4895-9c83-40c40d938e17,1,NA,2,2,30,1,1,38,1,2,4,4,0,2,0,1,3,6,0,0,0,22,22,8,NA,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,20000,2,0,1,0,0,0,0,0,0,0,NA,5,NA,1,NA,1,2,2,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,11,4,22,1,0,30000,5000,3000,3,3,0,NA,2,0,1,0,0,0,0,0,0,0,NA,1 3,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,2 1,1,1,0,0,0,0,0,0,0,NA,3,4,4,3,3,3,0.269222254
North West,Katsina,KT_143,bakori,<1hr to int. city,b2ba4f27-c083-4a7d-a272-870df84f56b5,1,NA,1,1,48,2,NA,NA,NA,5,8,6,4,1,0,3,8,6,0,1,0,22,21,5,NA,1 5 8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,1,1,1,1,1,0,0,8 1 6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,NA,NA,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,21000,1 2,1,1,0,0,0,0,NA,0,0,NA,3,NA,2,NA,2,2,1,1,NA,5 1 7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6 5,0,0,0,0,1,1,0,0,0,0,0,0,0,12,1,12,1,0,99,99,2000,4,4,0,NA,1 2,1,1,0,0,0,0,NA,0,0,NA,1 2 3 4 6,1,1,1,1,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,1 2,1,1,0,0,0,0,NA,0,0,NA,4,4,3,1,4,1,0.073187995
North Central,Kogi,KO_164,lokoja,<1hr to int. city,a9b936d3-167b-4766-ad92-035e333ae7bd,1,NA,4,1,42,1,1,42,1,4,8,6,3,1,0,1,4,6,0,1,0,14,8,8,NA,1 8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6 7 8,0,0,0,0,0,1,1,1,0,0,0,0,0,1 2 3 4 5 9 10 12 11,1,1,1,1,1,0,0,0,1,1,1,1,0,8000,5,0,0,0,0,1,0,NA,0,0,NA,13,NA,96,Oworo,2,5,1,1,NA,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5 6 7 8,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,24,0,0,2000,25000,3000,2,2,1,1500,1,1,0,0,0,0,0,NA,0,0,NA,1 2 3 6,1,1,1,0,0,1,2 9,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,5,0,0,0,0,1,0,NA,0,0,NA,2,1,2,1,4,2,0.080206247
North Central,Nassarawa,NA_187,lafia,<1hr to int. city,56f1ac6f-65e7-4344-9f54-6fd2d600f436,1,NA,4,1,36,1,1,58,2,17,12,6,8,6,3,1,9,6,0,0,3,22,21,9,NA,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,45000,1,1,0,0,0,0,0,0,0,0,NA,3,NA,3,NA,1,1,1,1,NA,5 6 7 1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,7,65000,18000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1 2 3 4 5 11 12,1,1,1,1,1,0,0,0,0,0,1,1,0,6,0,18,0,0,8000,42000,4000,1,1,1,800,1,1,0,0,0,0,0,0,0,0,NA,1 2 3 4 5 6,1,1,1,1,1,1,2 11,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 2,0,1,0,1,0,0,1 2,1,1,0,0,0,0,0,0,0,NA,4,2,3,2,4,4,0.080206247
North West,Kano,KN_106,ungogo,Town,8163dd73-7f80-4281-a5a9-6855a9fddbb7,1,NA,4,1,18,5,1,45,1,4,4,2,2,2,0,2,3,6,0,0,0,22,14,5,NA,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,1 11 9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,4 3 2 1,1,1,1,1,0,0,0,0,0,0,0,0,0,11 9 10,0,0,0,0,0,0,0,0,1,1,1,0,0,14000,1,1,0,0,0,0,0,0,0,0,NA,3,NA,3,NA,4,5,1,1,NA,1 5 7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,20000,5000,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7 6,0,0,0,0,0,1,1,0,0,0,0,0,0,6,7,18,0,0,1000,40000,1000,4,3,1,1000,1 96,1,0,0,0,0,0,0,1,0,The house hold head,1 2 3 4 5 6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 4,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,NA,2,3,2,3,4,3,0.064779168
North Central,Kogi,KO_164,lokoja,<1hr to int. city,64064f3a-3e07-433c-8b0e-6e079e9032c9,1,NA,1,1,50,2,NA,NA,NA,9,11,6,7,2,0,2,6,6,4,0,0,23,22,1,NA,1 4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6 7,0,0,0,0,0,1,1,0,0,0,0,0,0,1 3 4 5 8 9 10 11 12 2,1,1,1,1,1,0,0,1,1,1,1,1,0,6000,1,1,0,0,0,0,0,NA,0,0,NA,96,Oworo,1,NA,5,5,1,1,NA,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6 7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,24,1,1,2500,30000,5000,4,4,1,2000,1,1,0,0,0,0,0,NA,0,0,NA,1 2 3 4 6,1,1,1,1,0,1,6 10 11,0,0,0,0,0,1,0,0,0,1,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 4 5,0,1,0,1,1,0,2,0,1,0,0,0,0,NA,0,0,NA,2,1,2,1,4,2,0.080206247
